FatalityId,Crash ID,State,Month,Year,Dayweek,Time,Crash Type,Bus Involvement,Heavy Rigid Truck Involvement,Articulated Truck Involvement,Speed Limit,Road User,Gender,Age,National Remoteness Areas,SA4 Name 2021,National LGA Name 2021,National Road Type,Christmas Period,Easter Period,Age Group,Day of week,Time of day,Number Fatalities
Fatality1,20181239,NSW,9,1992,Sunday,12:50:00.000000000,Single,Yes,No,No,60,Pedestrian,Male,81,Major Cities of Australia,Sydney - North Sydney and Hornsby,Hornsby,Local Road,No,No,75_or_older,Weekend,Day,1
Fatality2,20182016,Vic,7,1992,Wednesday,09:25:00.000000000,Single,Yes,No,No,40,Pedestrian,Female,96,Major Cities of Australia,Melbourne - North East,Banyule,Collector Road,No,No,75_or_older,Weekday,Day,1
Fatality3,20221119,NSW,9,1990,Wednesday,21:45:00.000000000,Multiple,No,No,No,60,Motorcycle rider,Male,35,Major Cities of Australia,Sydney - Blacktown,Blacktown,Arterial Road,No,No,26_to_39,Weekday,Night,1
Fatality4,20151046,NSW,1,1993,Monday,14:00:00.000000000,Single,No,No,No,60,Passenger,Female,72,Major Cities of Australia,Newcastle and Lake Macquarie,Newcastle,Arterial Road,No,No,65_to_74,Weekday,Day,1
Fatality5,20171177,NSW,1,1992,Tuesday,10:15:00.000000000,Multiple,No,No,Yes,110,Passenger,Male,49,Major Cities of Australia,Central Coast,Central Coast,National or State Highway,No,No,40_to_64,Weekday,Day,1
Fatality6,20211245,NSW,7,1990,Tuesday,15:20:00.000000000,Multiple,No,No,No,100,Driver,Male,21,Inner Regional Australia,Richmond - Tweed,Ballina,National or State Highway,No,No,17_to_25,Weekday,Day,1
Fatality7,20213021,Qld,4,1990,Thursday,16:00:00.000000000,Multiple,Yes,No,No,60,Pedal cyclist,Male,20,Major Cities of Australia,Brisbane - South,Brisbane,Collector Road,No,No,17_to_25,Weekday,Day,1
Fatality8,20163134,Qld,6,1993,Wednesday,15:00:00.000000000,Multiple,No,No,No,60,Motorcycle rider,Male,55,Unknown,Unknown,Unknown,Undetermined,No,No,40_to_64,Weekday,Day,1
Fatality9,20201217,NSW,12,1991,Tuesday,11:33:00.000000000,Multiple,No,No,No,50,Motorcycle rider,Male,18,Major Cities of Australia,Illawarra,Wollongong,Local Road,No,No,17_to_25,Weekday,Day,1
Fatality10,20221115,NSW,8,1990,Sunday,01:11:00.000000000,Multiple,No,No,No,60,Motorcycle rider,Male,23,Major Cities of Australia,Sydney - Blacktown,Blacktown,Arterial Road,Yes,No,17_to_25,Weekend,Night,1
Fatality11,20211126,NSW,6,1990,Wednesday,13:35:00.000000000,Single,No,No,No,70,Driver,Male,58,Major Cities of Australia,Sydney - Inner South West,Canterbury-Bankstown,National or State Highway,No,No,40_to_64,Weekday,Day,1
Fatality12,20224053,SA,12,1990,Saturday,13:23:00.000000000,Single,No,No,No,100,Driver,Female,66,Outer Regional Australia,Barossa - Yorke - Mid North,Copper Coast,Sub-arterial Road,No,No,65_to_74,Weekend,Day,1
Fatality13,20161040,NSW,5,1993,Sunday,14:00:00.000000000,Single,No,No,No,80,Passenger,Male,13,Inner Regional Australia,Riverina,Lockhart,Local Road,No,No,0_to_16,Weekend,Day,1
Fatality14,20163211,Qld,9,1993,Sunday,19:00:00.000000000,Single,No,No,No,80,Passenger,Female,59,Unknown,Unknown,Unknown,Undetermined,No,No,40_to_64,Weekend,Night,1
Fatality15,20214078,SA,5,1990,Monday,13:55:00.000000000,Single,No,No,No,110,Driver,Male,73,Inner Regional Australia,Barossa - Yorke - Mid North,Adelaide Plains,National or State Highway,No,No,65_to_74,Weekday,Day,1
Fatality16,20193172,Qld,4,1991,Sunday,20:00:00.000000000,Multiple,No,No,No,50,Pedestrian,Male,25,Major Cities of Australia,Gold Coast,Gold Coast,Local Road,No,No,17_to_25,Weekend,Night,1
Fatality17,20153192,Qld,11,1994,Tuesday,07:00:00.000000000,Single,No,No,No,80,Driver,Male,86,Unknown,Unknown,Unknown,Undetermined,No,No,75_or_older,Weekday,Day,1
Fatality18,20181254,NSW,7,1992,Saturday,16:43:00.000000000,Multiple,No,No,No,100,Motorcycle rider,Male,46,Outer Regional Australia,Hunter Valley exc Newcastle,Upper Hunter,National or State Highway,No,No,40_to_64,Weekend,Day,1
Fatality19,20194082,SA,4,1991,Thursday,12:16:00.000000000,Multiple,No,No,No,80,Motorcycle rider,Male,25,Outer Regional Australia,Barossa - Yorke - Mid North,Port Pirie,Arterial Road,No,No,17_to_25,Weekday,Day,1
Fatality20,20152014,Vic,11,1994,Friday,15:35:00.000000000,Multiple,No,No,No,60,Passenger,Male,46,Inner Regional Australia,Shepparton,Moira,Collector Road,No,No,40_to_64,Weekday,Day,2
Fatality21,20223089,Qld,8,1990,Sunday,10:00:00.000000000,Single,No,No,No,100,Motorcycle rider,Male,78,Outer Regional Australia,Townsville,Townsville,National or State Highway,No,No,75_or_older,Weekend,Day,1
Fatality22,20182145,Vic,9,1992,Sunday,19:00:00.000000000,Single,No,No,No,100,Driver,Male,52,Inner Regional Australia,North West,Northern Grampians,Arterial Road,No,No,40_to_64,Weekend,Night,1
Fatality23,20225125,WA,1,1989,Saturday,14:26:00.000000000,Multiple,No,No,No,70,Passenger,Female,81,Major Cities of Australia,Unknown,Unknown,Undetermined,No,No,75_or_older,Weekend,Day,2
Fatality24,20205067,WA,1,1990,Friday,11:15:00.000000000,Single,No,No,No,110,Driver,Female,88,Remote Australia,Western Australia - Wheat Belt,Gnowangerup,Arterial Road,No,No,75_or_older,Weekday,Day,1
Fatality25,20211136,NSW,6,1990,Saturday,08:30:00.000000000,Single,No,No,No,100,Passenger,Female,11,Outer Regional Australia,Riverina,Carrathool,National or State Highway,No,No,0_to_16,Weekend,Day,1
Fatality26,20174039,SA,12,1993,Friday,00:15:00.000000000,Multiple,No,Yes,No,110,Driver,Male,62,Remote Australia,South Australia - Outback,Unincorporated SA,National or State Highway,No,No,40_to_64,Weekday,Night,1
Fatality27,20174033,SA,1,1992,Sunday,11:28:00.000000000,Single,No,No,No,100,Pedestrian,Male,2,Outer Regional Australia,Barossa - Yorke - Mid North,Port Pirie,Collector Road,No,No,0_to_16,Weekend,Day,1
Fatality28,20187034,NT,10,1992,Tuesday,16:30:00.000000000,Single,No,No,No,110,Driver,Male,21,Very Remote Australia,Northern Territory - Outback,Roper Gulf,Sub-arterial Road,No,No,17_to_25,Weekday,Day,1
Fatality29,20236013,Tas,2,1989,Tuesday,16:47:00.000000000,Single,No,No,No,100,Driver,Female,58,Outer Regional Australia,Launceston and North East,Break O'Day,National or State Highway,No,No,40_to_64,Weekday,Day,1
Fatality30,20193089,Qld,6,1991,Monday,11:00:00.000000000,Multiple,No,No,No,100,Driver,Male,34,Outer Regional Australia,Wide Bay,North Burnett,Sub-arterial Road,No,No,26_to_39,Weekday,Day,1
Fatality31,20222017,Vic,9,1990,Saturday,09:11:00.000000000,Multiple,No,No,No,70,Motorcycle rider,Male,27,Major Cities of Australia,Melbourne - Inner,Yarra,Arterial Road,No,No,26_to_39,Weekend,Day,1
Fatality32,20181039,NSW,7,1992,Monday,00:10:00.000000000,Multiple,No,No,No,60,Passenger,Female,17,Major Cities of Australia,Sydney - Inner South West,Canterbury-Bankstown,Collector Road,Yes,No,17_to_25,Weekend,Night,1
Fatality33,20151120,NSW,3,1993,Monday,18:20:00.000000000,Multiple,No,No,Yes,90,Driver,Female,77,Inner Regional Australia,Far West and Orana,Dubbo Regional,National or State Highway,No,No,75_or_older,Weekday,Night,1
Fatality34,20244011,SA,9,1989,Thursday,06:40:00.000000000,Multiple,No,No,Yes,110,Driver,Male,77,Very Remote Australia,South Australia - Outback,Unincorporated SA,National or State Highway,No,No,75_or_older,Weekday,Day,3
Fatality35,20224008,SA,11,1990,Sunday,20:57:00.000000000,Single,No,No,No,100,Driver,Male,41,Outer Regional Australia,South Australia - South East,Tatiara,Collector Road,No,No,40_to_64,Weekend,Night,1
Fatality36,20211254,NSW,8,1990,Monday,09:30:00.000000000,Multiple,No,No,No,100,Motorcycle rider,Male,21,Inner Regional Australia,Central West,Bathurst Regional,National or State Highway,No,No,17_to_25,Weekday,Day,1
Fatality37,20193021,Qld,6,1991,Monday,14:00:00.000000000,Single,No,No,Yes,80,Driver,Male,71,Inner Regional Australia,Moreton Bay - North,Somerset,National or State Highway,No,No,65_to_74,Weekday,Day,1
Fatality38,20143068,Qld,5,1994,Saturday,16:00:00.000000000,Single,Yes,No,No,100,Passenger,Male,61,Unknown,Unknown,Unknown,Undetermined,No,No,40_to_64,Weekend,Day,1
Fatality39,20183151,Qld,12,1992,Tuesday,09:00:00.000000000,Multiple,No,No,No,50,Driver,Female,76,Inner Regional Australia,Central Queensland,Rockhampton,Local Road,No,No,75_or_older,Weekday,Day,1
Fatality40,20226011,Tas,1,1989,Saturday,18:30:00.000000000,Single,No,No,No,80,Passenger,Male,20,Outer Regional Australia,South East,Southern Midlands,Local Road,No,No,17_to_25,Weekend,Night,1
Fatality41,20202027,Vic,9,1991,Monday,15:16:00.000000000,Single,No,No,No,60,Motorcycle rider,Female,44,Major Cities of Australia,Melbourne - West,Melton,Sub-arterial Road,No,No,40_to_64,Weekday,Day,1
Fatality42,20173145,Qld,6,1992,Monday,11:00:00.000000000,Multiple,No,No,No,70,Passenger,Female,56,Major Cities of Australia,Brisbane - East,Brisbane,Sub-arterial Road,Yes,No,40_to_64,Weekday,Day,2
Fatality43,20211029,NSW,6,1990,Monday,14:33:00.000000000,Single,No,Yes,No,60,Driver,Male,76,Inner Regional Australia,Riverina,Wagga Wagga,Sub-arterial Road,No,No,75_or_older,Weekday,Day,2
Fatality44,20181308,NSW,6,1992,Saturday,21:12:00.000000000,Single,No,No,No,100,Pedestrian,Male,78,Major Cities of Australia,Newcastle and Lake Macquarie,Port Stephens,Arterial Road,No,No,75_or_older,Weekend,Night,1
Fatality45,20171303,NSW,12,1993,Friday,08:26:00.000000000,Multiple,No,No,No,40,Pedestrian,Female,31,Major Cities of Australia,Sydney - North Sydney and Hornsby,Willoughby,Collector Road,No,No,26_to_39,Weekday,Day,1
Fatality46,20155061,WA,12,1994,Tuesday,13:45:00.000000000,Single,No,No,No,50,Motorcycle rider,Male,18,Major Cities of Australia,Perth - South West,Kwinana,Local Road,No,No,17_to_25,Weekday,Day,1
Fatality47,20183189,Qld,6,1992,Sunday,11:00:00.000000000,Single,No,No,No,100,Motorcycle rider,Male,66,Outer Regional Australia,Wide Bay,North Burnett,Sub-arterial Road,No,No,65_to_74,Weekend,Day,1
Fatality48,20161019,NSW,8,1993,Wednesday,06:45:00.000000000,Multiple,No,No,No,60,Motorcycle rider,Male,28,Major Cities of Australia,Sydney - City and Inner South,Sydney,Local Road,No,No,26_to_39,Weekday,Day,1
Fatality49,20213153,Qld,7,1990,Monday,20:00:00.000000000,Single,No,No,No,60,Motorcycle rider,Male,52,Major Cities of Australia,Logan - Beaudesert,Logan,National or State Highway,No,No,40_to_64,Weekday,Night,1
Fatality50,20164071,SA,10,1993,Wednesday,13:45:00.000000000,Single,Yes,No,No,50,Pedestrian,Male,72,Major Cities of Australia,Adelaide - Central and Hills,Adelaide,Sub-arterial Road,No,No,65_to_74,Weekday,Day,1
Fatality51,20241175,NSW,12,1989,Saturday,20:10:00.000000000,Multiple,No,No,No,50,Driver,Male,18,Major Cities of Australia,Illawarra,Wollongong,Collector Road,No,No,17_to_25,Weekend,Night,1
Fatality52,20185131,WA,9,1992,Wednesday,06:00:00.000000000,Single,No,No,No,60,Pedestrian,Male,21,Major Cities of Australia,Perth - North West,Stirling,Arterial Road,No,No,17_to_25,Weekday,Day,1
Fatality53,20232176,Vic,2,1989,Wednesday,20:01:00.000000000,Single,No,No,No,80,Motorcycle rider,Male,36,Major Cities of Australia,Mornington Peninsula,Frankston,National or State Highway,No,No,26_to_39,Weekday,Night,1
Fatality54,20184071,SA,10,1992,Saturday,23:50:00.000000000,Single,No,No,No,100,Driver,Male,20,Outer Regional Australia,South Australia - South East,Tatiara,Sub-arterial Road,No,No,17_to_25,Weekend,Night,1
Fatality55,20203086,Qld,10,1991,Friday,05:00:00.000000000,Multiple,No,No,Yes,100,Driver,Female,49,Outer Regional Australia,Mackay - Isaac - Whitsunday,Whitsunday,National or State Highway,No,No,40_to_64,Weekday,Night,2
Fatality56,20147016,NT,4,1994,Tuesday,01:08:00.000000000,Single,No,No,No,130,Driver,Male,54,Unknown,Unknown,Unknown,Undetermined,No,No,40_to_64,Weekday,Night,1
Fatality57,20156020,Tas,11,1994,Thursday,15:47:00.000000000,Multiple,No,No,No,50,Pedestrian,Male,87,Inner Regional Australia,Hobart,Hobart,Local Road,No,No,75_or_older,Weekday,Day,1
Fatality58,20181022,NSW,6,1992,Wednesday,15:25:00.000000000,Single,No,No,No,100,Driver,Male,66,Inner Regional Australia,Coffs Harbour - Grafton,Clarence Valley,Sub-arterial Road,No,No,65_to_74,Weekday,Day,1
Fatality59,20173143,Qld,6,1992,Saturday,13:00:00.000000000,Single,No,No,No,110,Driver,Female,69,Remote Australia,Mackay - Isaac - Whitsunday,Isaac,National or State Highway,No,No,65_to_74,Weekend,Day,1
Fatality60,20191231,NSW,3,1991,Saturday,19:05:00.000000000,Multiple,No,No,No,60,Passenger,Male,12,Major Cities of Australia,Sydney - Parramatta,Parramatta,Arterial Road,No,No,0_to_16,Weekend,Night,1
Fatality61,20221122,NSW,11,1990,Friday,18:45:00.000000000,Multiple,No,No,No,110,Motorcycle rider,Male,63,Inner Regional Australia,Central Coast,Central Coast,National or State Highway,No,No,40_to_64,Weekend,Night,1
Fatality62,20182143,Vic,7,1992,Sunday,12:50:00.000000000,Multiple,No,No,No,50,Motorcycle rider,Male,30,Inner Regional Australia,Melbourne - South East,Cardinia,Access road,No,No,26_to_39,Weekend,Day,1
Fatality63,20163113,Qld,11,1993,Saturday,13:00:00.000000000,Multiple,No,Yes,No,70,Driver,Male,40,Unknown,Unknown,Unknown,Undetermined,No,No,40_to_64,Weekend,Day,1
Fatality64,20141005,NSW,3,1994,Saturday,06:00:00.000000000,Single,No,No,No,50,Driver,Male,80,Unknown,Unknown,Unknown,Undetermined,No,No,75_or_older,Weekend,Day,1
Fatality65,20172126,Vic,3,1992,Monday,09:55:00.000000000,Multiple,No,Yes,No,50,Pedal cyclist,Female,42,Major Cities of Australia,Melbourne - Inner South,Bayside (Vic.),Arterial Road,No,No,40_to_64,Weekday,Day,1
Fatality66,20181283,NSW,9,1992,Tuesday,18:15:00.000000000,Single,No,No,No,70,Pedestrian,Male,54,Major Cities of Australia,Newcastle and Lake Macquarie,Newcastle,Sub-arterial Road,No,No,40_to_64,Weekday,Night,1
Fatality67,20182168,Vic,7,1992,Wednesday,08:35:00.000000000,Single,No,No,No,100,Passenger,Female,15,Inner Regional Australia,Melbourne - South East,Cardinia,Local Road,No,No,0_to_16,Weekday,Day,1
Fatality68,20242170,Vic,11,1989,Monday,05:38:00.000000000,Multiple,No,Yes,No,60,Driver,Female,53,Major Cities of Australia,Melbourne - Inner East,Manningham,Arterial Road,No,No,40_to_64,Weekend,Night,1
Fatality69,20201033,NSW,2,1990,Thursday,14:00:00.000000000,Single,No,No,No,100,Driver,Female,26,Outer Regional Australia,Riverina,Narrandera,Local Road,No,No,26_to_39,Weekday,Day,1
Fatality70,20201010,NSW,9,1991,Wednesday,06:53:00.000000000,Single,No,No,No,60,Pedestrian,Male,79,Major Cities of Australia,Hunter Valley exc Newcastle,Cessnock,Arterial Road,No,No,75_or_older,Weekday,Day,1
Fatality71,20163021,Qld,8,1993,Friday,23:00:00.000000000,Single,No,No,No,100,Driver,Male,34,Unknown,Unknown,Unknown,Undetermined,No,No,26_to_39,Weekend,Night,1
Fatality72,20232132,Vic,2,1989,Friday,04:55:00.000000000,Multiple,No,No,No,100,Pedal cyclist,Male,68,Major Cities of Australia,Melbourne - South East,Greater Dandenong,National or State Highway,No,No,65_to_74,Weekday,Night,1
Fatality73,20183127,Qld,10,1992,Sunday,01:00:00.000000000,Multiple,No,No,Yes,100,Motorcycle rider,Male,27,Inner Regional Australia,Ipswich,Lockyer Valley,National or State Highway,No,No,26_to_39,Weekend,Night,1
Fatality74,20212059,Vic,3,1990,Sunday,14:20:00.000000000,Multiple,No,No,No,100,Driver,Male,75,Inner Regional Australia,Bendigo,Mount Alexander,Arterial Road,No,No,75_or_older,Weekend,Day,1
Fatality75,20161171,NSW,9,1993,Friday,13:15:00.000000000,Multiple,No,No,No,60,Passenger,Female,84,Inner Regional Australia,Central West,Bathurst Regional,Arterial Road,No,No,75_or_older,Weekday,Day,1
Fatality76,20205078,WA,10,1991,Sunday,02:00:00.000000000,Single,No,No,No,110,Driver,Male,23,Very Remote Australia,Western Australia - Outback (South),Ngaanyatjarraku,Arterial Road,No,No,17_to_25,Weekend,Night,1
Fatality77,20162246,Vic,6,1993,Sunday,20:45:00.000000000,Single,No,No,No,50,Driver,Male,46,Inner Regional Australia,Warrnambool and South West,Warrnambool,Undetermined,No,No,40_to_64,Weekend,Night,1
Fatality78,20232035,Vic,4,1989,Wednesday,16:12:00.000000000,Single,No,No,No,60,Pedestrian,Female,62,Major Cities of Australia,Melbourne - South East,Casey,Local Road,No,No,40_to_64,Weekday,Day,1
Fatality79,20184058,SA,11,1992,Tuesday,11:00:00.000000000,Single,No,No,No,110,Driver,Male,76,Very Remote Australia,South Australia - Outback,Unincorporated SA,National or State Highway,No,No,75_or_older,Weekday,Day,1
Fatality80,20241200,NSW,9,1989,Tuesday,06:29:00.000000000,Single,No,No,No,60,Pedestrian,Female,76,Major Cities of Australia,Sydney - North Sydney and Hornsby,Ku-ring-gai,National or State Highway,No,No,75_or_older,Weekday,Day,1
Fatality81,20215041,WA,7,1990,Saturday,19:59:00.000000000,Single,No,No,No,110,Driver,Male,25,Outer Regional Australia,Western Australia - Wheat Belt,Albany,National or State Highway,No,No,17_to_25,Weekend,Night,1
Fatality82,20222027,Vic,9,1990,Sunday,13:17:00.000000000,Multiple,No,No,No,60,Driver,Female,35,Inner Regional Australia,Geelong,Greater Geelong,Sub-arterial Road,No,No,26_to_39,Weekend,Day,1
Fatality83,20171136,NSW,11,1993,Tuesday,14:15:00.000000000,Multiple,No,Yes,Yes,100,Driver,Male,52,Outer Regional Australia,Riverina,Leeton,Arterial Road,Yes,No,40_to_64,Weekday,Day,2
Fatality84,20154042,SA,1,1993,Sunday,13:50:00.000000000,Single,No,No,No,110,Motorcycle rider,Male,53,Outer Regional Australia,Barossa - Yorke - Mid North,Orroroo Carrieton,Arterial Road,No,No,40_to_64,Weekend,Day,1
Fatality85,20234059,SA,6,1989,Tuesday,21:35:00.000000000,Multiple,No,No,No,50,Motorcycle rider,Male,46,Major Cities of Australia,Adelaide - South,Onkaparinga,Collector Road,No,No,40_to_64,Weekday,Night,1
Fatality86,20243017,Qld,12,1989,Tuesday,23:00:00.000000000,Multiple,No,No,Yes,100,Passenger,Female,40,Outer Regional Australia,Central Queensland,Gladstone,National or State Highway,No,No,40_to_64,Weekday,Night,2
Fatality87,20233210,Qld,6,1989,Sunday,03:00:00.000000000,Single,No,No,No,60,Passenger,Male,37,Inner Regional Australia,Wide Bay,Bundaberg,Local Road,No,No,26_to_39,Weekend,Night,2
Fatality88,20234088,SA,3,1989,Friday,20:20:00.000000000,Single,No,No,No,60,Pedestrian,Male,67,Major Cities of Australia,Adelaide - West,West Torrens,Arterial Road,No,No,65_to_74,Weekend,Night,1
Fatality89,20205054,WA,1,1990,Sunday,23:49:00.000000000,Single,No,No,No,110,Passenger,Female,1,Very Remote Australia,Western Australia - Outback (North),East Pilbara,National or State Highway,No,No,0_to_16,Weekend,Night,1
Fatality90,20144084,SA,7,1994,Monday,08:20:00.000000000,Multiple,No,No,No,80,Driver,Male,34,Inner Regional Australia,Adelaide - South,Onkaparinga,Sub-arterial Road,Yes,No,26_to_39,Weekday,Day,1
Fatality91,20148006,ACT,1,1994,Saturday,01:30:00.000000000,Multiple,No,No,No,80,Passenger,Male,29,Unknown,Unknown,Unknown,Undetermined,No,No,26_to_39,Weekend,Night,1
Fatality92,20202110,Vic,11,1991,Saturday,09:55:00.000000000,Multiple,No,No,No,100,Driver,Male,64,Inner Regional Australia,Hume,Wangaratta,Arterial Road,No,No,40_to_64,Weekend,Day,2
Fatality93,20171121,NSW,11,1993,Wednesday,13:12:00.000000000,Multiple,No,No,No,60,Passenger,Male,79,Major Cities of Australia,Sydney - South West,Fairfield,Arterial Road,No,No,75_or_older,Weekday,Day,3
Fatality94,20161300,NSW,8,1993,Friday,16:10:00.000000000,Single,Yes,No,No,60,Pedestrian,Male,73,Outer Regional Australia,Capital Region,Snowy Monaro Regional,Sub-arterial Road,No,No,65_to_74,Weekday,Day,1
Fatality95,20211109,NSW,3,1990,Saturday,09:10:00.000000000,Single,No,No,No,60,Passenger,Male,12,Major Cities of Australia,Central Coast,Central Coast,Local Road,No,No,0_to_16,Weekend,Day,1
Fatality96,20231274,NSW,6,1989,Wednesday,14:52:00.000000000,Multiple,No,Yes,No,100,Driver,Male,68,Inner Regional Australia,Capital Region,Upper Lachlan,Arterial Road,No,No,65_to_74,Weekday,Day,1
Fatality97,20143101,Qld,5,1994,Wednesday,18:00:00.000000000,Multiple,No,No,Yes,100,Passenger,Male,13,Unknown,Unknown,Unknown,Undetermined,No,No,0_to_16,Weekday,Night,3
Fatality98,20203057,Qld,12,1991,Saturday,10:00:00.000000000,Multiple,No,No,No,90,Driver,Female,51,Inner Regional Australia,Moreton Bay - North,Moreton Bay,National or State Highway,No,No,40_to_64,Weekend,Day,1
Fatality99,20223148,Qld,1,1989,Thursday,06:00:00.000000000,Multiple,No,Yes,No,60,Driver,Male,26,Outer Regional Australia,Cairns,Cairns,National or State Highway,No,No,26_to_39,Weekday,Day,1
Fatality100,20164029,SA,4,1993,Wednesday,16:35:00.000000000,Multiple,No,No,No,50,Motorcycle rider,Male,44,Major Cities of Australia,Adelaide - South,Marion,Collector Road,No,No,40_to_64,Weekday,Day,1
Fatality101,20173218,Qld,11,1993,Wednesday,19:00:00.000000000,Multiple,No,No,No,100,Motorcycle rider,Male,69,Inner Regional Australia,Wide Bay,Bundaberg,Sub-arterial Road,No,No,65_to_74,Weekday,Night,1
Fatality102,20211017,NSW,8,1990,Saturday,18:25:00.000000000,Single,No,No,No,100,Passenger,Female,36,Remote Australia,Riverina,Carrathool,Arterial Road,No,No,26_to_39,Weekend,Night,1
Fatality103,20241199,NSW,11,1989,Wednesday,22:45:00.000000000,Single,No,No,No,80,Passenger,Female,26,Major Cities of Australia,Sydney - Northern Beaches,Northern Beaches,Arterial Road,No,No,26_to_39,Weekday,Night,2
Fatality104,20222105,Vic,11,1990,Monday,14:00:00.000000000,Single,No,No,No,100,Driver,Male,21,Inner Regional Australia,Hume,Murrindindi,Collector Road,No,No,17_to_25,Weekday,Day,1
Fatality105,20201089,NSW,9,1991,Friday,17:35:00.000000000,Single,No,No,No,100,Driver,Male,20,Outer Regional Australia,Murray,Federation,Sub-arterial Road,No,No,17_to_25,Weekday,Day,1
Fatality106,20177009,NT,4,1992,Saturday,18:20:00.000000000,Single,No,No,No,110,Driver,Male,30,Outer Regional Australia,Darwin,Litchfield,Local Road,No,No,26_to_39,Weekend,Night,1
Fatality107,20202091,Vic,11,1991,Saturday,00:13:00.000000000,Single,No,No,No,60,Motorcycle rider,Male,24,Inner Regional Australia,North West,Northern Grampians,Collector Road,No,No,17_to_25,Weekend,Night,1
Fatality108,20208004,ACT,10,1991,Saturday,11:30:00.000000000,Multiple,No,No,No,80,Driver,Male,18,Major Cities of Australia,Australian Capital Territory,Unincorporated ACT,Arterial Road,No,No,17_to_25,Weekend,Day,2
Fatality109,20162108,Vic,4,1993,Tuesday,17:20:00.000000000,Single,No,No,No,100,Driver,Male,20,Major Cities of Australia,Mornington Peninsula,Mornington Peninsula,Undetermined,No,No,17_to_25,Weekday,Day,1
Fatality110,20221100,NSW,10,1990,Sunday,10:00:00.000000000,Single,No,No,No,80,Driver,Female,72,Inner Regional Australia,Hunter Valley exc Newcastle,Port Stephens,Arterial Road,No,No,65_to_74,Weekend,Day,1
Fatality111,20182163,Vic,12,1992,Saturday,09:32:00.000000000,Single,No,No,No,60,Motorcycle rider,Male,37,Major Cities of Australia,Melbourne - North East,Nillumbik,Sub-arterial Road,No,No,26_to_39,Weekend,Day,1
Fatality112,20161075,NSW,8,1993,Friday,18:55:00.000000000,Single,No,No,No,100,Driver,Male,54,Outer Regional Australia,New England and North West,Gunnedah,National or State Highway,No,No,40_to_64,Weekend,Night,2
Fatality113,20221036,NSW,9,1990,Monday,13:10:00.000000000,Single,No,No,No,100,Driver,Male,60,Remote Australia,Far West and Orana,Bogan,Sub-arterial Road,No,No,40_to_64,Weekday,Day,1
Fatality114,20231006,NSW,2,1989,Friday,00:30:00.000000000,Single,No,No,No,100,Driver,Male,48,Outer Regional Australia,New England and North West,Tenterfield,Local Road,No,No,40_to_64,Weekday,Night,1
Fatality115,20153093,Qld,12,1994,Thursday,00:00:00.000000000,Single,No,No,No,110,Driver,Male,59,Unknown,Unknown,Unknown,Undetermined,No,No,40_to_64,Weekday,Night,1
Fatality116,20184001,SA,7,1992,Monday,14:12:00.000000000,Multiple,No,No,No,100,Driver,Male,62,Inner Regional Australia,South Australia - South East,Alexandrina,Arterial Road,No,No,40_to_64,Weekday,Day,1
Fatality117,20147010,NT,5,1994,Sunday,03:05:00.000000000,Multiple,No,No,No,60,Motorcycle rider,Male,37,Unknown,Unknown,Unknown,Undetermined,No,No,26_to_39,Weekend,Night,1
Fatality118,20243052,Qld,7,1989,Wednesday,13:00:00.000000000,Multiple,No,No,No,60,Motorcycle rider,Male,27,Outer Regional Australia,Mackay - Isaac - Whitsunday,Mackay,Local Road,No,No,26_to_39,Weekday,Day,1
Fatality119,20213048,Qld,5,1990,Sunday,17:00:00.000000000,Multiple,No,No,No,60,Motorcycle rider,Male,30,Inner Regional Australia,Toowoomba,Toowoomba,Collector Road,No,No,26_to_39,Weekend,Day,1
Fatality120,20153076,Qld,10,1994,Wednesday,10:00:00.000000000,Single,No,No,No,110,Driver,Male,79,Unknown,Unknown,Unknown,Undetermined,No,No,75_or_older,Weekday,Day,1
Fatality121,20201211,NSW,11,1991,Tuesday,11:40:00.000000000,Single,No,No,No,80,Driver,Female,17,Inner Regional Australia,Richmond - Tweed,Ballina,Sub-arterial Road,No,No,17_to_25,Weekday,Day,1
Fatality122,20221004,NSW,10,1990,Thursday,11:15:00.000000000,Multiple,No,No,No,100,Pedal cyclist,Male,67,Inner Regional Australia,Central West,Lithgow,National or State Highway,No,No,65_to_74,Weekday,Day,1
Fatality123,20151114,NSW,8,1994,Monday,00:16:00.000000000,Single,No,No,No,60,Motorcycle rider,Male,29,Major Cities of Australia,Newcastle and Lake Macquarie,Lake Macquarie,Arterial Road,No,No,26_to_39,Weekend,Night,1
Fatality124,20241115,NSW,12,1989,Friday,04:00:00.000000000,Single,No,No,No,100,Driver,Male,74,Inner Regional Australia,Riverina,Wagga Wagga,Arterial Road,Yes,No,65_to_74,Weekday,Night,1
Fatality125,20242218,Vic,7,1989,Wednesday,20:50:00.000000000,Multiple,No,No,No,100,Passenger,Female,12,Inner Regional Australia,Geelong,Golden Plains,National or State Highway,Yes,No,0_to_16,Weekday,Night,1
Fatality126,20242200,Vic,10,1989,Wednesday,16:30:00.000000000,Multiple,No,Yes,No,100,Driver,Male,18,Inner Regional Australia,Warrnambool and South West,Moyne,Sub-arterial Road,No,No,17_to_25,Weekday,Day,1
Fatality127,20153028,Qld,10,1994,Monday,08:00:00.000000000,Multiple,No,Yes,No,100,Driver,Male,74,Unknown,Unknown,Unknown,Undetermined,No,No,65_to_74,Weekday,Day,1
