FatalityId,Crash ID,State,Month,Year,Dayweek,Time,Crash Type,Bus Involvement,Heavy Rigid Truck Involvement,Articulated Truck Involvement,Speed Limit,Road User,Gender,Age,National Remoteness Areas,SA4 Name 2021,National LGA Name 2021,National Road Type,Christmas Period,Easter Period,Age Group,Day of week,Time of day,Number Fatalities
Fatality6369,20183187,Qld,7,1992,Thursday,06:00:00.000000000,Multiple,No,No,No,80,Driver,Male,28,Major Cities of Australia,Brisbane - South,Brisbane,Sub-arterial Road,No,No,26_to_39,Weekday,Day,1
Fatality6370,20153052,Qld,11,1994,Wednesday,17:00:00.000000000,Single,No,No,No,80,Passenger,Female,74,Unknown,Unknown,Unknown,Undetermined,No,No,65_to_74,Weekday,Day,2
Fatality6371,20211220,NSW,6,1990,Tuesday,06:00:00.000000000,Multiple,No,Yes,Yes,110,Driver,Male,48,Inner Regional Australia,Sydney - Outer South West,Wollondilly,National or State Highway,No,No,40_to_64,Weekday,Day,1
Fatality6372,20142154,Vic,1,1994,Friday,08:55:00.000000000,Multiple,No,Yes,No,100,Passenger,Female,33,Unknown,Unknown,Unknown,Undetermined,No,No,26_to_39,Weekday,Day,4
Fatality6373,20152227,Vic,11,1994,Saturday,11:30:00.000000000,Multiple,No,Yes,No,100,Driver,Male,72,Outer Regional Australia,Latrobe - Gippsland,East Gippsland,Local Road,No,No,65_to_74,Weekend,Day,2
Fatality6374,20243023,Qld,9,1989,Tuesday,02:00:00.000000000,Multiple,No,No,No,70,Passenger,Male,30,Major Cities of Australia,Ipswich,Brisbane,Sub-arterial Road,No,No,26_to_39,Weekday,Night,1
Fatality6375,20185120,WA,9,1992,Thursday,15:24:00.000000000,Multiple,No,No,No,70,Motorcycle rider,Male,37,Major Cities of Australia,Perth - South East,Canning,Local Road,No,No,26_to_39,Weekday,Day,1
Fatality6376,20185094,WA,12,1992,Saturday,22:40:00.000000000,Single,No,No,No,110,Driver,Male,19,Inner Regional Australia,Western Australia - Wheat Belt,Boddington,National or State Highway,No,No,17_to_25,Weekend,Night,1
Fatality6377,20153029,Qld,1,1993,Monday,11:00:00.000000000,Single,No,No,Yes,100,Driver,Male,64,Unknown,Unknown,Unknown,Undetermined,No,No,40_to_64,Weekday,Day,1
Fatality6378,20165004,WA,4,1993,Tuesday,18:15:00.000000000,Single,No,No,No,110,Motorcycle rider,Male,48,Inner Regional Australia,Bunbury,Collie,Arterial Road,No,No,40_to_64,Weekday,Night,1
Fatality6379,20141028,NSW,3,1994,Thursday,11:20:00.000000000,Multiple,No,No,No,80,Motorcycle rider,Male,19,Unknown,Unknown,Unknown,Undetermined,No,No,17_to_25,Weekday,Day,1
Fatality6380,20171045,NSW,1,1992,Tuesday,10:15:00.000000000,Multiple,No,No,Yes,100,Passenger,Female,52,Outer Regional Australia,Riverina,Narrandera,National or State Highway,No,No,40_to_64,Weekday,Day,1
Fatality6381,20233162,Qld,6,1989,Saturday,23:00:00.000000000,Single,No,No,No,80,Driver,Male,25,Major Cities of Australia,Gold Coast,Gold Coast,Sub-arterial Road,No,No,17_to_25,Weekend,Night,1
Fatality6382,20152172,Vic,2,1993,Monday,03:35:00.000000000,Multiple,No,Yes,No,80,Passenger,Male,15,Major Cities of Australia,Melbourne - North West,Hume,Arterial Road,No,No,0_to_16,Weekend,Night,1
Fatality6383,20227010,NT,9,1990,Saturday,21:30:00.000000000,Multiple,No,No,Yes,90,Driver,Male,65,Very Remote Australia,Northern Territory - Outback,East Arnhem,Sub-arterial Road,No,No,65_to_74,Weekend,Night,1
Fatality6384,20183081,Qld,12,1992,Saturday,23:00:00.000000000,Single,No,No,No,80,Pedestrian,Male,18,Major Cities of Australia,Sunshine Coast,Noosa,Sub-arterial Road,No,No,17_to_25,Weekend,Night,1
Fatality6385,20204015,SA,10,1991,Friday,19:46:00.000000000,Multiple,No,No,No,80,Passenger,Male,17,Major Cities of Australia,Adelaide - North,Playford,National or State Highway,No,No,17_to_25,Weekend,Night,2
Fatality6386,20143037,Qld,12,1995,Tuesday,15:00:00.000000000,Multiple,No,Yes,No,100,Passenger,Male,24,Unknown,Unknown,Unknown,Undetermined,No,No,17_to_25,Weekday,Day,1
Fatality6387,20191222,NSW,6,1991,Monday,15:25:00.000000000,Multiple,No,No,No,100,Motorcycle rider,Male,39,Inner Regional Australia,Richmond - Tweed,Tweed,Arterial Road,No,No,26_to_39,Weekday,Day,1
Fatality6388,20162111,Vic,6,1993,Tuesday,19:45:00.000000000,Multiple,No,No,No,60,Driver,Male,40,Major Cities of Australia,Melbourne - Inner South,Bayside (Vic.),Undetermined,No,No,40_to_64,Weekday,Night,1
Fatality6389,20225161,WA,1,1989,Wednesday,11:34:00.000000000,Multiple,No,No,No,50,Pedal cyclist,Male,45,Major Cities of Australia,Unknown,Unknown,Undetermined,No,No,40_to_64,Weekday,Day,1
Fatality6390,20183181,Qld,8,1992,Thursday,08:00:00.000000000,Multiple,No,No,Yes,100,Driver,Male,56,Very Remote Australia,Queensland - Outback,Cloncurry,National or State Highway,No,Yes,40_to_64,Weekday,Day,1
Fatality6391,20203207,Qld,8,1991,Friday,19:00:00.000000000,Multiple,No,No,No,70,Motorcycle rider,Male,27,Major Cities of Australia,Ipswich,Ipswich,Collector Road,Yes,No,26_to_39,Weekend,Night,1
Fatality6392,20211167,NSW,7,1990,Monday,04:55:00.000000000,Single,No,No,No,80,Pedestrian,Male,20,Inner Regional Australia,Richmond - Tweed,Lismore,National or State Highway,No,No,17_to_25,Weekend,Night,1
Fatality6393,20181270,NSW,10,1992,Wednesday,13:00:00.000000000,Single,No,No,No,100,Motorcycle rider,Female,69,Outer Regional Australia,New England and North West,Tamworth Regional,National or State Highway,No,No,65_to_74,Weekday,Day,1
Fatality6394,20143179,Qld,3,1994,Monday,12:00:00.000000000,Single,No,No,No,100,Motorcycle pillion passenger,Female,58,Unknown,Unknown,Unknown,Undetermined,No,No,40_to_64,Weekday,Day,1
Fatality6395,20143074,Qld,3,1994,Friday,15:00:00.000000000,Single,No,No,No,100,Pedal cyclist,Male,61,Unknown,Unknown,Unknown,Undetermined,No,No,40_to_64,Weekday,Day,1
Fatality6396,20141283,NSW,7,1994,Friday,15:35:00.000000000,Multiple,No,No,No,100,Motorcycle rider,Male,60,Unknown,Unknown,Unknown,Undetermined,No,No,40_to_64,Weekday,Day,1
Fatality6397,20151190,NSW,11,1994,Friday,13:30:00.000000000,Multiple,No,Yes,No,60,Motorcycle rider,Male,45,Major Cities of Australia,Sydney - South West,Fairfield,Arterial Road,No,No,40_to_64,Weekday,Day,1
Fatality6398,20164068,SA,6,1993,Sunday,12:35:00.000000000,Multiple,No,Yes,No,110,Passenger,Female,5,Outer Regional Australia,Barossa - Yorke - Mid North,Port Pirie,National or State Highway,No,No,0_to_16,Weekend,Day,4
Fatality6399,20181034,NSW,8,1992,Friday,18:55:00.000000000,Multiple,No,No,Yes,50,Driver,Male,87,Inner Regional Australia,Richmond - Tweed,Richmond Valley,National or State Highway,No,No,75_or_older,Weekend,Night,1
Fatality6400,20241022,NSW,12,1989,Sunday,11:20:00.000000000,Single,No,No,No,100,Driver,Male,76,Outer Regional Australia,New England and North West,Narrabri,Sub-arterial Road,No,No,75_or_older,Weekend,Day,1
Fatality6401,20206015,Tas,11,1991,Tuesday,15:30:00.000000000,Multiple,No,Yes,No,70,Driver,Female,41,Inner Regional Australia,Hobart,Brighton,Arterial Road,No,No,40_to_64,Weekday,Day,1
Fatality6402,20238001,ACT,2,1989,Tuesday,02:45:00.000000000,Single,No,No,No,60,Driver,Male,44,Unknown,Unknown,Unknown,Collector Road,No,No,40_to_64,Weekday,Night,1
Fatality6403,20144036,SA,6,1994,Monday,11:50:00.000000000,Single,No,Yes,No,20,Pedestrian,Male,21,Major Cities of Australia,Adelaide - North,Port Adelaide Enfield,Local Road,No,No,17_to_25,Weekday,Day,1
Fatality6404,20215145,WA,6,1990,Sunday,05:00:00.000000000,Multiple,No,No,No,100,Pedestrian,Male,21,Major Cities of Australia,Perth - North West,Stirling,National or State Highway,No,No,17_to_25,Weekend,Night,1
Fatality6405,20233019,Qld,5,1989,Monday,17:00:00.000000000,Single,No,No,No,100,Driver,Female,19,Inner Regional Australia,Ipswich,Scenic Rim,Local Road,No,No,17_to_25,Weekday,Day,1
Fatality6406,20231099,NSW,2,1989,Tuesday,12:00:00.000000000,Single,No,No,No,100,Driver,Female,26,Outer Regional Australia,New England and North West,Moree Plains,National or State Highway,No,No,26_to_39,Weekday,Day,2
Fatality6407,20143057,Qld,6,1994,Wednesday,21:00:00.000000000,Single,No,No,No,70,Driver,Male,32,Unknown,Unknown,Unknown,Undetermined,No,No,26_to_39,Weekday,Night,1
Fatality6408,20161166,NSW,7,1993,Wednesday,14:25:00.000000000,Multiple,No,No,No,100,Driver,Male,76,Outer Regional Australia,Capital Region,Snowy Monaro Regional,Local Road,No,No,75_or_older,Weekday,Day,2
Fatality6409,20191172,NSW,2,1991,Thursday,16:09:00.000000000,Single,No,No,No,110,Driver,Male,70,Major Cities of Australia,Sydney - Outer South West,Campbelltown,National or State Highway,No,No,65_to_74,Weekday,Day,1
Fatality6410,20161075,NSW,8,1993,Friday,18:55:00.000000000,Single,No,No,No,100,Passenger,Female,32,Outer Regional Australia,New England and North West,Gunnedah,National or State Highway,No,No,26_to_39,Weekend,Night,2
Fatality6411,20203206,Qld,12,1991,Sunday,11:00:00.000000000,Single,No,No,No,100,Motorcycle rider,Male,71,Outer Regional Australia,Logan - Beaudesert,Scenic Rim,National or State Highway,No,No,65_to_74,Weekend,Day,1
Fatality6412,20177018,NT,12,1993,Thursday,20:40:00.000000000,Single,No,No,No,60,Motorcycle rider,Male,22,Outer Regional Australia,Darwin,Litchfield,Local Road,No,No,17_to_25,Weekday,Night,1
Fatality6413,20162080,Vic,9,1993,Thursday,17:00:00.000000000,Single,No,No,No,50,Pedal cyclist,Male,58,Major Cities of Australia,Melbourne - Outer East,Knox,Undetermined,No,No,40_to_64,Weekday,Day,1
Fatality6414,20147006,NT,3,1994,Friday,04:50:00.000000000,Single,No,No,No,60,Passenger,Male,26,Unknown,Unknown,Unknown,Undetermined,No,No,26_to_39,Weekday,Night,1
Fatality6415,20174031,SA,6,1992,Monday,06:45:00.000000000,Multiple,No,No,No,60,Motorcycle rider,Male,21,Inner Regional Australia,Adelaide - South,Onkaparinga,Sub-arterial Road,No,No,17_to_25,Weekday,Day,1
Fatality6416,20141118,NSW,6,1994,Wednesday,19:35:00.000000000,Single,No,No,No,60,Passenger,Female,45,Unknown,Unknown,Unknown,Undetermined,No,No,40_to_64,Weekday,Night,1
Fatality6417,20243114,Qld,12,1989,Sunday,13:00:00.000000000,Single,No,No,No,100,Driver,Female,60,Remote Australia,Queensland - Outback,Cook,Sub-arterial Road,No,No,40_to_64,Weekend,Day,2
Fatality6418,20192056,Vic,5,1991,Sunday,16:15:00.000000000,Multiple,No,No,No,80,Passenger,Male,16,Major Cities of Australia,Melbourne - South East,Casey,Local Road,No,No,0_to_16,Weekend,Night,2
Fatality6419,20141012,NSW,2,1994,Sunday,17:30:00.000000000,Single,No,No,No,100,Driver,Female,18,Unknown,Unknown,Unknown,Undetermined,No,No,17_to_25,Weekend,Day,1
Fatality6420,20172095,Vic,1,1992,Sunday,11:20:00.000000000,Multiple,No,No,No,60,Driver,Male,59,Major Cities of Australia,Geelong,Greater Geelong,Collector Road,No,No,40_to_64,Weekend,Day,1
Fatality6421,20201186,NSW,2,1990,Wednesday,08:36:00.000000000,Single,No,No,No,50,Pedestrian,Male,10,Major Cities of Australia,Illawarra,Wollongong,Collector Road,No,No,0_to_16,Weekday,Day,1
Fatality6422,20143133,Qld,6,1994,Friday,18:00:00.000000000,Single,No,No,No,100,Motorcycle rider,Male,32,Unknown,Unknown,Unknown,Undetermined,No,No,26_to_39,Weekend,Night,1
Fatality6423,20151237,NSW,8,1994,Thursday,05:00:00.000000000,Single,No,No,Yes,110,Driver,Male,54,Outer Regional Australia,New England and North West,Moree Plains,National or State Highway,No,No,40_to_64,Weekday,Night,1
Fatality6424,20203209,Qld,11,1991,Saturday,12:00:00.000000000,Multiple,No,No,No,80,Passenger,Female,20,Major Cities of Australia,Gold Coast,Gold Coast,Sub-arterial Road,No,No,17_to_25,Weekend,Day,4
Fatality6425,20213199,Qld,6,1990,Sunday,09:00:00.000000000,Single,No,No,No,50,Driver,Male,57,Major Cities of Australia,Brisbane - South,Brisbane,Local Road,No,No,40_to_64,Weekend,Day,1
Fatality6426,20143107,Qld,7,1994,Saturday,02:00:00.000000000,Multiple,No,No,Yes,100,Driver,Male,22,Unknown,Unknown,Unknown,Undetermined,No,No,17_to_25,Weekend,Night,2
Fatality6427,20143031,Qld,3,1994,Thursday,19:00:00.000000000,Single,No,No,No,110,Driver,Female,29,Unknown,Unknown,Unknown,Undetermined,No,No,26_to_39,Weekday,Night,2
Fatality6428,20142026,Vic,12,1995,Wednesday,23:52:00.000000000,Single,No,No,No,50,Driver,Female,32,Unknown,Unknown,Unknown,Undetermined,No,No,26_to_39,Weekday,Night,1
Fatality6429,20221222,NSW,10,1990,Thursday,22:50:00.000000000,Single,No,No,No,100,Driver,Male,60,Outer Regional Australia,New England and North West,Glen Innes Severn,National or State Highway,No,No,40_to_64,Weekday,Night,1
Fatality6430,20181317,NSW,9,1992,Wednesday,18:05:00.000000000,Single,No,No,No,50,Pedestrian,Male,73,Major Cities of Australia,Sydney - Parramatta,Cumberland,Collector Road,No,No,65_to_74,Weekday,Night,1
Fatality6431,20151005,NSW,9,1994,Wednesday,10:45:00.000000000,Multiple,No,No,Yes,110,Pedestrian,Male,83,Inner Regional Australia,Capital Region,Yass Valley,National or State Highway,No,No,75_or_older,Weekday,Day,1
Fatality6432,20213047,Qld,3,1990,Monday,06:00:00.000000000,Single,No,No,No,60,Driver,Male,38,Inner Regional Australia,Gold Coast,Scenic Rim,Local Road,No,No,26_to_39,Weekday,Day,1
Fatality6433,20171265,NSW,12,1993,Wednesday,07:30:00.000000000,Multiple,No,Yes,No,60,Passenger,Female,72,Major Cities of Australia,Sydney - Northern Beaches,Northern Beaches,Arterial Road,No,No,65_to_74,Weekday,Day,1
Fatality6434,20141252,NSW,2,1994,Thursday,03:05:00.000000000,Single,No,No,Yes,110,Passenger,Female,27,Unknown,Unknown,Unknown,Undetermined,No,No,26_to_39,Weekday,Night,2
Fatality6435,20233026,Qld,3,1989,Saturday,06:00:00.000000000,Single,No,Yes,No,80,Driver,Male,45,Outer Regional Australia,Townsville,Townsville,Sub-arterial Road,No,No,40_to_64,Weekend,Day,1
Fatality6436,20154067,SA,10,1994,Tuesday,16:00:00.000000000,Single,No,No,No,100,Motorcycle rider,Male,54,Remote Australia,South Australia - Outback,Tumby Bay,Collector Road,No,No,40_to_64,Weekday,Day,1
Fatality6437,20154053,SA,1,1993,Saturday,12:40:00.000000000,Multiple,No,No,No,80,Motorcycle rider,Male,18,Inner Regional Australia,Adelaide - Central and Hills,Adelaide Hills,Arterial Road,No,No,17_to_25,Weekend,Day,1
Fatality6438,20212160,Vic,7,1990,Thursday,13:10:00.000000000,Multiple,No,Yes,No,80,Driver,Female,69,Major Cities of Australia,Melbourne - North East,Whittlesea,Arterial Road,No,No,65_to_74,Weekday,Day,1
Fatality6439,20211036,NSW,4,1990,Wednesday,13:28:00.000000000,Multiple,No,Yes,No,100,Driver,Female,69,Inner Regional Australia,Central West,Lithgow,National or State Highway,No,No,65_to_74,Weekday,Day,2
Fatality6440,20172179,Vic,12,1993,Friday,17:22:00.000000000,Multiple,No,Yes,No,80,Driver,Male,45,Inner Regional Australia,Ballarat,Hepburn,National or State Highway,No,No,40_to_64,Weekday,Day,1
Fatality6441,20221178,NSW,10,1990,Saturday,20:30:00.000000000,Single,No,No,No,100,Driver,Male,28,Inner Regional Australia,Murray,Greater Hume,Sub-arterial Road,No,No,26_to_39,Weekend,Night,1
Fatality6442,20193055,Qld,3,1991,Friday,09:00:00.000000000,Multiple,No,No,No,90,Driver,Female,70,Major Cities of Australia,Brisbane - East,Redland,Sub-arterial Road,No,No,65_to_74,Weekday,Day,1
Fatality6443,20161151,NSW,10,1993,Tuesday,17:30:00.000000000,Single,No,No,No,100,Driver,Male,19,Inner Regional Australia,Central West,Bathurst Regional,Sub-arterial Road,No,No,17_to_25,Weekday,Day,1
Fatality6444,20202040,Vic,8,1991,Friday,13:40:00.000000000,Multiple,No,No,No,100,Passenger,Male,43,Inner Regional Australia,Hume,Murrindindi,National or State Highway,Yes,No,40_to_64,Weekday,Day,1
Fatality6445,20242248,Vic,8,1989,Saturday,14:02:00.000000000,Multiple,No,No,No,70,Motorcycle rider,Female,53,Inner Regional Australia,Melbourne - South East,Cardinia,Arterial Road,No,No,40_to_64,Weekend,Day,1
Fatality6446,20142201,Vic,1,1994,Wednesday,09:00:00.000000000,Multiple,No,No,Yes,100,Motorcycle rider,Male,24,Unknown,Unknown,Unknown,Undetermined,No,No,17_to_25,Weekday,Day,1
Fatality6447,20153180,Qld,10,1994,Sunday,03:00:00.000000000,Single,No,No,No,100,Driver,Male,37,Unknown,Unknown,Unknown,Undetermined,No,No,26_to_39,Weekend,Night,1
Fatality6448,20155098,WA,8,1994,Tuesday,18:04:00.000000000,Multiple,No,Yes,No,100,Motorcycle rider,Male,38,Major Cities of Australia,Perth - South West,Melville,National or State Highway,No,No,26_to_39,Weekday,Night,1
Fatality6449,20171196,NSW,1,1992,Monday,06:06:00.000000000,Multiple,No,No,Yes,110,Passenger,Female,15,Outer Regional Australia,New England and North West,Moree Plains,National or State Highway,No,No,0_to_16,Weekday,Day,3
Fatality6450,20162223,Vic,5,1993,Sunday,07:30:00.000000000,Single,No,No,No,80,Driver,Female,50,Inner Regional Australia,Geelong,Surf Coast,Undetermined,No,No,40_to_64,Weekend,Day,1
Fatality6451,20183129,Qld,12,1992,Thursday,09:00:00.000000000,Multiple,No,No,No,100,Driver,Female,83,Inner Regional Australia,Ipswich,Lockyer Valley,National or State Highway,No,No,75_or_older,Weekday,Day,1
Fatality6452,20225004,WA,12,1990,Sunday,06:44:00.000000000,Single,No,Yes,No,110,Driver,Male,36,Very Remote Australia,Unknown,Unknown,Undetermined,No,No,26_to_39,Weekend,Night,1
Fatality6453,20225003,WA,1,1989,Saturday,13:13:00.000000000,Single,No,No,No,110,Driver,Male,43,Very Remote Australia,Unknown,Unknown,Undetermined,No,No,40_to_64,Weekend,Day,1
Fatality6454,20172035,Vic,12,1993,Saturday,02:00:00.000000000,Single,No,No,No,60,Passenger,Male,22,Inner Regional Australia,Melbourne - West,Moorabool,Arterial Road,No,No,17_to_25,Weekend,Night,1
Fatality6455,20243049,Qld,10,1989,Sunday,00:00:00.000000000,Single,No,No,No,40,Passenger,Male,49,Remote Australia,Queensland - Outback,Mount Isa,Local Road,No,No,40_to_64,Weekend,Night,1
Fatality6456,20195149,WA,5,1991,Saturday,17:10:00.000000000,Single,No,No,No,110,Passenger,Female,36,Very Remote Australia,Western Australia - Outback (North),East Pilbara,Undetermined,No,No,26_to_39,Weekend,Day,2
Fatality6457,20241201,NSW,12,1989,Sunday,08:10:00.000000000,Multiple,No,No,No,50,Pedestrian,Female,48,Major Cities of Australia,Capital Region,Queanbeyan-Palerang Regional,Local Road,No,No,40_to_64,Weekend,Day,1
Fatality6458,20232121,Vic,4,1989,Saturday,07:00:00.000000000,Single,No,No,No,80,Driver,Male,50,Inner Regional Australia,Geelong,Golden Plains,Local Road,No,No,40_to_64,Weekend,Day,1
Fatality6459,20181281,NSW,9,1992,Friday,07:45:00.000000000,Multiple,No,No,No,100,Passenger,Female,34,Major Cities of Australia,Capital Region,Yass Valley,National or State Highway,No,No,26_to_39,Weekday,Day,2
Fatality6460,20222128,Vic,11,1990,Thursday,08:00:00.000000000,Multiple,No,No,No,80,Motorcycle rider,Male,33,Major Cities of Australia,Melbourne - North West,Hume,National or State Highway,No,No,26_to_39,Weekday,Day,1
Fatality6461,20232135,Vic,6,1989,Saturday,10:00:00.000000000,Single,No,No,No,50,Pedestrian,Female,87,Major Cities of Australia,Melbourne - North West,Moonee Valley,Local Road,No,No,75_or_older,Weekend,Day,1
Fatality6462,20172176,Vic,2,1992,Tuesday,15:35:00.000000000,Multiple,Yes,No,No,100,Passenger,Female,95,Inner Regional Australia,Shepparton,Greater Shepparton,Sub-arterial Road,No,No,75_or_older,Weekday,Day,3
Fatality6463,20203011,Qld,1,1990,Wednesday,22:00:00.000000000,Single,No,No,No,60,Pedestrian,Male,27,Major Cities of Australia,Moreton Bay - North,Moreton Bay,Sub-arterial Road,Yes,No,26_to_39,Weekday,Night,1
Fatality6464,20221232,NSW,11,1990,Thursday,13:00:00.000000000,Multiple,No,No,Yes,100,Driver,Male,30,Outer Regional Australia,Murray,Federation,Arterial Road,No,No,26_to_39,Weekday,Day,1
Fatality6465,20171301,NSW,12,1993,Wednesday,20:10:00.000000000,Multiple,No,No,Yes,100,Driver,Male,46,Inner Regional Australia,Capital Region,Yass Valley,Arterial Road,No,No,40_to_64,Weekday,Night,1
Fatality6466,20152138,Vic,1,1993,Wednesday,12:40:00.000000000,Multiple,No,Yes,No,100,Driver,Female,26,Inner Regional Australia,North West,Northern Grampians,National or State Highway,No,No,26_to_39,Weekday,Day,1
Fatality6467,20165053,WA,9,1993,Monday,16:35:00.000000000,Multiple,No,No,No,100,Motorcycle rider,Male,43,Major Cities of Australia,Perth - North West,Wanneroo,Local Road,No,No,40_to_64,Weekday,Day,1
Fatality6468,20192191,Vic,4,1991,Saturday,07:38:00.000000000,Multiple,No,Yes,No,100,Passenger,Male,15,Inner Regional Australia,Latrobe - Gippsland,Bass Coast,National or State Highway,No,No,0_to_16,Weekend,Night,1
Fatality6469,20241156,NSW,8,1989,Saturday,14:10:00.000000000,Single,No,No,Yes,100,Driver,Male,30,Outer Regional Australia,Far West and Orana,Warrumbungle,National or State Highway,No,No,26_to_39,Weekend,Day,1
Fatality6470,20243020,Qld,12,1989,Friday,11:00:00.000000000,Multiple,No,No,No,60,Pedestrian,Male,27,Major Cities of Australia,Sunshine Coast,Sunshine Coast,Local Road,No,No,26_to_39,Weekday,Day,1
Fatality6471,20231048,NSW,3,1989,Tuesday,07:00:00.000000000,Single,No,No,No,100,Driver,Male,52,Outer Regional Australia,Murray,Berrigan,Arterial Road,No,No,40_to_64,Weekday,Day,1
Fatality6472,20162147,Vic,9,1993,Tuesday,09:25:00.000000000,Multiple,No,No,Yes,60,Driver,Male,61,Major Cities of Australia,Melbourne - South East,Monash,Undetermined,No,No,40_to_64,Weekday,Day,1
Fatality6473,20205061,WA,1,1990,Thursday,15:54:00.000000000,Single,No,No,No,80,Motorcycle rider,Male,42,Major Cities of Australia,Perth - North West,Wanneroo,Arterial Road,No,No,40_to_64,Weekday,Day,1
Fatality6474,20213013,Qld,4,1990,Thursday,11:00:00.000000000,Multiple,No,No,No,100,Motorcycle rider,Male,38,Inner Regional Australia,Logan - Beaudesert,Logan,National or State Highway,No,No,26_to_39,Weekday,Day,1
Fatality6475,20243076,Qld,9,1989,Wednesday,07:00:00.000000000,Multiple,No,No,No,100,Driver,Female,32,Outer Regional Australia,Wide Bay,Bundaberg,Sub-arterial Road,No,No,26_to_39,Weekday,Day,1
Fatality6476,20174014,SA,3,1992,Friday,03:45:00.000000000,Single,No,No,No,50,Passenger,Male,22,Inner Regional Australia,Barossa - Yorke - Mid North,Barossa,Arterial Road,No,No,17_to_25,Weekday,Night,1
Fatality6477,20143045,Qld,7,1994,Sunday,15:00:00.000000000,Multiple,No,No,No,80,Passenger,Female,35,Unknown,Unknown,Unknown,Undetermined,No,No,26_to_39,Weekend,Day,1
Fatality6478,20143082,Qld,2,1994,Thursday,05:00:00.000000000,Multiple,No,No,Yes,100,Driver,Female,43,Unknown,Unknown,Unknown,Undetermined,No,No,40_to_64,Weekday,Night,1
Fatality6479,20243175,Qld,8,1989,Wednesday,14:00:00.000000000,Multiple,No,No,No,100,Driver,Female,21,Remote Australia,Darling Downs - Maranoa,Western Downs,National or State Highway,No,No,17_to_25,Weekday,Day,1
Fatality6480,20193044,Qld,5,1991,Thursday,15:00:00.000000000,Single,No,No,No,100,Passenger,Male,84,Outer Regional Australia,Darling Downs - Maranoa,Goondiwindi,National or State Highway,No,No,75_or_older,Weekday,Day,1
Fatality6481,20174065,SA,12,1993,Wednesday,22:00:00.000000000,Multiple,No,No,No,40,Motorcycle rider,Male,23,Major Cities of Australia,Adelaide - West,Charles Sturt,Sub-arterial Road,No,No,17_to_25,Weekday,Night,1
Fatality6482,20243154,Qld,10,1989,Sunday,11:00:00.000000000,Multiple,Yes,No,No,100,Passenger,Female,21,Outer Regional Australia,Mackay - Isaac - Whitsunday,Whitsunday,National or State Highway,No,No,17_to_25,Weekend,Day,3
Fatality6483,20161328,NSW,8,1993,Monday,16:30:00.000000000,Single,No,No,No,100,Pedestrian,Male,10,Outer Regional Australia,Capital Region,Bega Valley,Arterial Road,No,No,0_to_16,Weekday,Day,1
Fatality6484,20201234,NSW,10,1991,Sunday,17:00:00.000000000,Multiple,No,No,No,80,Driver,Female,80,Major Cities of Australia,Sydney - Outer West and Blue Mountains,Blue Mountains,National or State Highway,No,No,75_or_older,Weekend,Day,1
Fatality6485,20151288,NSW,11,1994,Thursday,12:00:00.000000000,Multiple,No,Yes,No,70,Driver,Male,46,Major Cities of Australia,Sydney - Inner South West,Georges River,National or State Highway,No,No,40_to_64,Weekday,Day,1
Fatality6486,20242208,Vic,8,1989,Tuesday,05:46:00.000000000,Single,No,No,No,100,Driver,Male,21,Inner Regional Australia,Shepparton,Campaspe,Arterial Road,No,No,17_to_25,Weekday,Night,1
Fatality6487,20192098,Vic,3,1991,Tuesday,16:30:00.000000000,Single,No,No,No,90,Driver,Male,38,Major Cities of Australia,Mornington Peninsula,Mornington Peninsula,Sub-arterial Road,No,No,26_to_39,Weekday,Night,1
Fatality6488,20203033,Qld,11,1991,Tuesday,22:00:00.000000000,Single,No,No,No,100,Passenger,Female,49,Remote Australia,Central Queensland,Central Highlands (Qld),National or State Highway,No,No,40_to_64,Weekday,Night,1
Fatality6489,20142129,Vic,1,1994,Sunday,00:40:00.000000000,Single,No,No,No,100,Pedestrian,Male,32,Unknown,Unknown,Unknown,Undetermined,No,No,26_to_39,Weekend,Night,1
Fatality6490,20145131,WA,7,1994,Thursday,13:02:00.000000000,Single,No,No,No,50,Pedestrian,Male,18,Major Cities of Australia,Perth - North West,Stirling,Local Road,No,No,17_to_25,Weekday,Day,1
Fatality6491,20152019,Vic,11,1994,Saturday,00:25:00.000000000,Multiple,No,No,Yes,110,Driver,Male,38,Outer Regional Australia,North West,Buloke,National or State Highway,No,No,26_to_39,Weekend,Night,1
Fatality6492,20171298,NSW,3,1992,Wednesday,23:54:00.000000000,Single,No,No,No,60,Driver,Male,17,Major Cities of Australia,Central Coast,Central Coast,Arterial Road,No,No,17_to_25,Weekday,Night,1
Fatality6493,20183154,Qld,1,1991,Monday,08:00:00.000000000,Single,No,No,Yes,100,Driver,Male,45,Remote Australia,Mackay - Isaac - Whitsunday,Whitsunday,Local Road,No,No,40_to_64,Weekday,Day,1
Fatality6494,20163005,Qld,5,1993,Sunday,15:00:00.000000000,Single,No,No,No,100,Driver,Female,50,Unknown,Unknown,Unknown,Undetermined,No,No,40_to_64,Weekend,Day,1
Fatality6495,20241205,NSW,10,1989,Friday,17:45:00.000000000,Single,No,No,No,60,Pedestrian,Male,80,Major Cities of Australia,Hunter Valley exc Newcastle,Cessnock,Arterial Road,No,No,75_or_older,Weekday,Day,1
Fatality6496,20191085,NSW,5,1991,Saturday,21:10:00.000000000,Single,No,No,No,110,Driver,Male,34,Inner Regional Australia,Southern Highlands and Shoalhaven,Wingecarribee,National or State Highway,No,No,26_to_39,Weekend,Night,1
