TimeID,Time of day,Time
Time819,Night,05:49:00.000000000
Time820,Night,23:38:00.000000000
Time821,Night,15:23:00.000000000
Time822,Day,14:23:00.000000000
Time823,Day,06:50:00.000000000
Time824,Day,07:26:00.000000000
Time825,Day,10:37:00.000000000
Time826,Day,06:49:00.000000000
Time827,Night,05:17:00.000000000
Time828,Night,02:53:00.000000000
Time829,Night,06:10:00.000000000
Time830,Night,12:10:00.000000000
Time831,Day,15:46:00.000000000
Time832,Day,12:21:00.000000000
Time833,Night,00:01:00.000000000
Time834,Night,04:15:00.000000000
Time835,Day,12:17:00.000000000
Time836,Night,05:51:00.000000000
Time837,Day,08:20:00.000000000
Time838,Night,23:30:00.000000000
Time839,Day,06:57:00.000000000
Time840,Day,08:58:00.000000000
Time841,Night,23:15:00.000000000
Time842,Night,01:29:00.000000000
Time843,Night,02:26:00.000000000
Time844,Day,13:08:00.000000000
Time845,Night,18:15:00.000000000
Time846,Day,17:35:00.000000000
Time847,Day,15:37:00.000000000
Time848,Day,14:44:00.000000000
Time849,Night,18:52:00.000000000
Time850,Day,12:11:00.000000000
Time851,Night,01:44:00.000000000
Time852,Night,05:25:00.000000000
Time853,Day,13:43:00.000000000
Time854,Day,16:00:00.000000000
Time855,Night,02:47:00.000000000
Time856,Night,01:55:00.000000000
Time857,Day,11:13:00.000000000
Time858,Day,11:59:00.000000000
Time859,Day,12:44:00.000000000
Time860,Night,18:02:00.000000000
Time861,Day,11:11:00.000000000
Time862,Day,15:12:00.000000000
Time863,Night,08:00:00.000000000
Time864,Night,15:05:00.000000000
Time865,Night,18:49:00.000000000
Time866,Day,10:27:00.000000000
Time867,Night,05:58:00.000000000
Time868,Night,14:18:00.000000000
Time869,Night,22:43:00.000000000
Time870,Day,10:32:00.000000000
Time871,Night,01:13:00.000000000
Time872,Night,23:14:00.000000000
Time873,Night,18:53:00.000000000
Time874,Day,15:39:00.000000000
Time875,Night,20:01:00.000000000
Time876,Day,13:44:00.000000000
Time877,Night,01:38:00.000000000
Time878,Night,18:48:00.000000000
Time879,Night,18:11:00.000000000
Time880,Day,17:13:00.000000000
Time881,Day,16:17:00.000000000
Time882,Day,06:46:00.000000000
Time883,Day,17:10:00.000000000
Time884,Night,04:55:00.000000000
Time885,Night,04:01:00.000000000
Time886,Day,15:47:00.000000000
Time887,Day,10:43:00.000000000
Time888,Night,21:02:00.000000000
Time889,Day,16:56:00.000000000
Time890,Day,17:07:00.000000000
Time891,Day,12:13:00.000000000
Time892,Night,18:21:00.000000000
Time893,Night,03:59:00.000000000
Time894,Day,10:30:00.000000000
Time895,Night,05:30:00.000000000
Time896,Day,12:41:00.000000000
Time897,Night,21:39:00.000000000
Time898,Day,07:08:00.000000000
Time899,Night,03:30:00.000000000
Time900,Day,07:11:00.000000000
Time901,Day,08:17:00.000000000
Time902,Night,23:46:00.000000000
Time903,Night,04:45:00.000000000
Time904,Day,09:01:00.000000000
Time905,Night,04:46:00.000000000
Time906,Day,16:54:00.000000000
Time907,Day,07:38:00.000000000
Time908,Day,14:01:00.000000000
Time909,Night,04:08:00.000000000
Time910,Night,23:16:00.000000000
Time911,Day,06:08:00.000000000
Time912,Night,02:46:00.000000000
Time913,Day,06:52:00.000000000
Time914,Night,23:22:00.000000000
Time915,Night,04:34:00.000000000
Time916,Day,13:24:00.000000000
Time917,Night,01:56:00.000000000
Time918,Night,22:01:00.000000000
Time919,Night,04:36:00.000000000
Time920,Night,02:16:00.000000000
Time921,Night,03:06:00.000000000
Time922,Day,09:30:00.000000000
Time923,Night,19:12:00.000000000
Time924,Day,06:56:00.000000000
Time925,Night,01:31:00.000000000
Time926,Night,20:16:00.000000000
Time927,Day,16:51:00.000000000
Time928,Night,11:10:00.000000000
Time929,Day,15:24:00.000000000
Time930,Night,23:54:00.000000000
Time931,Night,22:22:00.000000000
Time932,Day,07:41:00.000000000
Time933,Night,05:47:00.000000000
Time934,Night,00:26:00.000000000
Time935,Day,17:59:00.000000000
Time936,Night,01:16:00.000000000
Time937,Day,08:32:00.000000000
Time938,Night,16:41:00.000000000
Time939,Day,11:21:00.000000000
Time940,Night,08:20:00.000000000
Time941,Night,20:57:00.000000000
Time942,Day,16:02:00.000000000
Time943,Night,12:00:00.000000000
Time944,Day,11:34:00.000000000
Time945,Night,18:23:00.000000000
Time946,Night,05:29:00.000000000
Time947,Night,20:15:00.000000000
Time948,Night,22:40:00.000000000
Time949,Night,03:34:00.000000000
Time950,Day,15:13:00.000000000
Time951,Day,09:26:00.000000000
Time952,Night,17:24:00.000000000
Time953,Night,21:22:00.000000000
Time954,Day,16:55:00.000000000
Time955,Night,20:09:00.000000000
Time956,Day,13:53:00.000000000
Time957,Day,11:58:00.000000000
Time958,Day,09:55:00.000000000
Time959,Day,11:22:00.000000000
Time960,Day,06:30:00.000000000
Time961,Night,05:19:00.000000000
Time962,Night,06:30:00.000000000
Time963,Day,09:58:00.000000000
Time964,Day,17:32:00.000000000
Time965,Day,14:19:00.000000000
Time966,Night,02:45:00.000000000
Time967,Night,06:35:00.000000000
Time968,Day,12:39:00.000000000
Time969,Day,09:20:00.000000000
Time970,Night,03:45:00.000000000
Time971,Day,14:24:00.000000000
Time972,Night,04:43:00.000000000
Time973,Night,02:10:00.000000000
Time974,Day,09:12:00.000000000
Time975,Night,03:17:00.000000000
Time976,Night,20:40:00.000000000
Time977,Night,18:42:00.000000000
Time978,Day,11:57:00.000000000
Time979,Night,19:20:00.000000000
Time980,Day,09:04:00.000000000
Time981,Day,06:44:00.000000000
Time982,Night,18:18:00.000000000
Time983,Night,05:22:00.000000000
Time984,Night,19:05:00.000000000
Time985,Day,17:18:00.000000000
Time986,Day,06:21:00.000000000
Time987,Day,14:18:00.000000000
Time988,Night,23:00:00.000000000
Time989,Day,13:04:00.000000000
Time990,Day,12:58:00.000000000
Time991,Night,22:10:00.000000000
Time992,Day,13:12:00.000000000
Time993,Night,04:19:00.000000000
Time994,Day,10:17:00.000000000
Time995,Night,02:38:00.000000000
Time996,Day,16:24:00.000000000
Time997,Day,09:31:00.000000000
Time998,Day,06:23:00.000000000
Time999,Night,01:22:00.000000000
Time1000,Day,15:51:00.000000000
Time1001,Night,05:45:00.000000000
Time1002,Day,16:35:00.000000000
Time1003,Day,16:41:00.000000000
Time1004,Day,12:15:00.000000000
Time1005,Night,23:34:00.000000000
Time1006,Night,19:26:00.000000000
Time1007,Day,09:44:00.000000000
Time1008,Night,13:53:00.000000000
Time1009,Day,14:43:00.000000000
Time1010,Night,04:35:00.000000000
Time1011,Day,12:03:00.000000000
Time1012,Night,19:19:00.000000000
Time1013,Day,09:17:00.000000000
Time1014,Night,05:53:00.000000000
Time1015,Night,03:24:00.000000000
Time1016,Day,10:20:00.000000000
Time1017,Day,08:09:00.000000000
Time1018,Day,14:07:00.000000000
Time1019,Day,10:56:00.000000000
Time1020,Night,21:15:00.000000000
Time1021,Night,21:41:00.000000000
Time1022,Night,04:07:00.000000000
Time1023,Night,21:04:00.000000000
Time1024,Day,09:10:00.000000000
Time1025,Night,04:44:00.000000000
Time1026,Night,02:58:00.000000000
Time1027,Night,04:16:00.000000000
Time1028,Day,12:07:00.000000000
Time1029,Day,14:28:00.000000000
Time1030,Day,12:22:00.000000000
Time1031,Night,19:58:00.000000000
Time1032,Day,15:26:00.000000000
Time1033,Day,12:27:00.000000000
Time1034,Day,14:20:00.000000000
Time1035,Day,17:33:00.000000000
Time1036,Day,16:30:00.000000000
Time1037,Night,00:03:00.000000000
Time1038,Night,00:13:00.000000000
Time1039,Day,15:43:00.000000000
Time1040,Night,00:30:00.000000000
Time1041,Night,20:00:00.000000000
Time1042,Night,19:31:00.000000000
Time1043,Night,18:13:00.000000000
Time1044,Night,19:40:00.000000000
Time1045,Day,08:19:00.000000000
Time1046,Night,21:17:00.000000000
Time1047,Night,19:00:00.000000000
Time1048,Day,10:08:00.000000000
Time1049,Night,06:20:00.000000000
Time1050,Night,01:46:00.000000000
Time1051,Night,02:20:00.000000000
Time1052,Day,07:24:00.000000000
Time1053,Night,18:03:00.000000000
Time1054,Night,16:17:00.000000000
Time1055,Night,02:54:00.000000000
Time1056,Day,06:14:00.000000000
Time1057,Day,08:50:00.000000000
Time1058,Night,23:47:00.000000000
Time1059,Night,19:28:00.000000000
Time1060,Night,05:41:00.000000000
Time1061,Day,08:29:00.000000000
Time1062,Day,14:05:00.000000000
Time1063,Day,15:48:00.000000000
Time1064,Night,04:32:00.000000000
Time1065,Night,21:44:00.000000000
Time1066,Night,03:44:00.000000000
Time1067,Day,16:49:00.000000000
Time1068,Day,17:55:00.000000000
Time1069,Night,23:31:00.000000000
Time1070,Night,01:41:00.000000000
Time1071,Night,01:52:00.000000000
Time1072,Day,10:19:00.000000000
Time1073,Day,12:23:00.000000000
Time1074,Night,21:36:00.000000000
Time1075,Night,16:50:00.000000000
Time1076,Day,13:07:00.000000000
Time1077,Day,11:44:00.000000000
Time1078,Night,01:08:00.000000000
Time1079,Night,03:21:00.000000000
Time1080,Night,20:06:00.000000000
Time1081,Day,14:59:00.000000000
Time1082,Night,23:05:00.000000000
Time1083,Day,09:11:00.000000000
Time1084,Night,22:30:00.000000000
Time1085,Day,12:25:00.000000000
Time1086,Night,01:26:00.000000000
Time1087,Night,02:19:00.000000000
Time1088,Night,23:39:00.000000000
Time1089,Night,18:17:00.000000000
Time1090,Day,17:37:00.000000000
Time1091,Night,23:12:00.000000000
Time1092,Night,20:10:00.000000000
Time1093,Day,14:51:00.000000000
Time1094,Night,05:00:00.000000000
Time1095,Day,06:19:00.000000000
Time1096,Day,08:46:00.000000000
Time1097,Day,08:36:00.000000000
Time1098,Day,13:28:00.000000000
Time1099,Night,09:30:00.000000000
Time1100,Day,12:33:00.000000000
Time1101,Day,11:00:00.000000000
Time1102,Day,12:00:00.000000000
Time1103,Night,21:50:00.000000000
Time1104,Day,17:56:00.000000000
Time1105,Night,07:23:00.000000000
Time1106,Night,04:29:00.000000000
Time1107,Night,22:35:00.000000000
Time1108,Night,02:06:00.000000000
Time1109,Night,22:26:00.000000000
Time1110,Night,00:10:00.000000000
Time1111,Day,06:38:00.000000000
Time1112,Day,06:05:00.000000000
Time1113,Night,00:51:00.000000000
Time1114,Day,16:20:00.000000000
Time1115,Night,20:08:00.000000000
Time1116,Day,10:45:00.000000000
Time1117,Day,15:02:00.000000000
Time1118,Day,09:35:00.000000000
Time1119,Night,22:49:00.000000000
Time1120,Night,05:26:00.000000000
Time1121,Night,23:09:00.000000000
Time1122,Day,17:16:00.000000000
Time1123,Day,06:34:00.000000000
Time1124,Night,01:25:00.000000000
Time1125,Night,18:08:00.000000000
Time1126,Night,19:18:00.000000000
Time1127,Night,22:55:00.000000000
Time1128,Night,19:56:00.000000000
Time1129,Night,15:34:00.000000000
Time1130,Day,14:13:00.000000000
Time1131,Day,09:27:00.000000000
Time1132,Night,18:16:00.000000000
Time1133,Night,22:05:00.000000000
Time1134,Day,14:02:00.000000000
Time1135,Night,21:12:00.000000000
Time1136,Night,01:42:00.000000000
Time1137,Night,16:30:00.000000000
Time1138,Night,00:12:00.000000000
Time1139,Night,20:35:00.000000000
Time1140,Night,18:57:00.000000000
Time1141,Night,04:47:00.000000000
Time1142,Night,15:10:00.000000000
Time1143,Night,17:30:00.000000000
Time1144,Day,11:12:00.000000000
Time1145,Day,16:19:00.000000000
Time1146,Night,00:05:00.000000000
Time1147,Night,19:57:00.000000000
Time1148,Night,00:44:00.000000000
Time1149,Night,23:55:00.000000000
Time1150,Night,23:33:00.000000000
Time1151,Night,03:15:00.000000000
Time1152,Day,09:40:00.000000000
Time1153,Night,15:55:00.000000000
Time1154,Night,01:01:00.000000000
Time1155,Night,22:32:00.000000000
Time1156,Day,12:26:00.000000000
Time1157,Day,13:30:00.000000000
Time1158,Night,03:12:00.000000000
Time1159,Night,19:01:00.000000000
Time1160,Day,11:55:00.000000000
Time1161,Night,22:53:00.000000000
Time1162,Day,06:27:00.000000000
Time1163,Day,10:23:00.000000000
Time1164,Day,16:15:00.000000000
Time1165,Night,22:37:00.000000000
Time1166,Night,18:51:00.000000000
Time1167,Night,05:38:00.000000000
Time1168,Night,23:13:00.000000000
Time1169,Night,05:48:00.000000000
Time1170,Night,21:05:00.000000000
Time1171,Night,04:50:00.000000000
Time1172,Day,15:11:00.000000000
Time1173,Night,18:50:00.000000000
Time1174,Day,08:18:00.000000000
Time1175,Day,13:13:00.000000000
Time1176,Day,10:54:00.000000000
Time1177,Night,05:54:00.000000000
Time1178,Day,17:04:00.000000000
Time1179,Day,17:08:00.000000000
Time1180,Day,13:41:00.000000000
Time1181,Day,16:04:00.000000000
Time1182,Night,02:39:00.000000000
Time1183,Day,06:48:00.000000000
Time1184,Night,02:42:00.000000000
Time1185,Night,19:48:00.000000000
Time1186,Day,06:32:00.000000000
Time1187,Night,03:26:00.000000000
Time1188,Day,15:27:00.000000000
Time1189,Day,09:56:00.000000000
Time1190,Night,21:58:00.000000000
Time1191,Night,16:06:00.000000000
Time1192,Day,13:01:00.000000000
Time1193,Night,20:04:00.000000000
Time1194,Day,15:10:00.000000000
Time1195,Day,08:30:00.000000000
Time1196,Night,02:31:00.000000000
Time1197,Night,20:36:00.000000000
Time1198,Night,05:10:00.000000000
Time1199,Night,15:50:00.000000000
Time1200,Day,07:37:00.000000000
Time1201,Night,04:48:00.000000000
Time1202,Day,09:28:00.000000000
Time1203,Night,05:11:00.000000000
Time1204,Day,07:30:00.000000000
Time1205,Day,17:39:00.000000000
Time1206,Day,09:42:00.000000000
Time1207,Night,21:33:00.000000000
Time1208,Night,02:41:00.000000000
Time1209,Night,20:30:00.000000000
Time1210,Day,12:02:00.000000000
Time1211,Day,11:47:00.000000000
Time1212,Day,09:37:00.000000000
Time1213,Day,16:12:00.000000000
Time1214,Night,02:27:00.000000000
Time1215,Day,14:22:00.000000000
Time1216,Night,00:22:00.000000000
Time1217,Day,07:07:00.000000000
Time1218,Night,00:58:00.000000000
Time1219,Night,22:54:00.000000000
Time1220,Day,12:32:00.000000000
Time1221,Night,23:03:00.000000000
Time1222,Day,06:15:00.000000000
Time1223,Night,04:40:00.000000000
Time1224,Night,03:09:00.000000000
Time1225,Night,05:33:00.000000000
Time1226,Day,14:39:00.000000000
Time1227,Night,21:18:00.000000000
Time1228,Night,09:12:00.000000000
Time1229,Night,18:22:00.000000000
Time1230,Day,15:49:00.000000000
Time1231,Day,15:58:00.000000000
Time1232,Night,04:54:00.000000000
Time1233,Day,07:29:00.000000000
Time1234,Day,09:16:00.000000000
Time1235,Day,16:28:00.000000000
Time1236,Night,20:18:00.000000000
Time1237,Day,16:21:00.000000000
Time1238,Night,18:45:00.000000000
Time1239,Night,00:20:00.000000000
Time1240,Day,09:57:00.000000000
Time1241,Night,01:19:00.000000000
Time1242,Night,23:29:00.000000000
Time1243,Night,05:44:00.000000000
Time1244,Day,12:04:00.000000000
Time1245,Day,09:14:00.000000000
Time1246,Day,14:32:00.000000000
Time1247,Night,21:29:00.000000000
Time1248,Day,12:31:00.000000000
Time1249,Night,00:16:00.000000000
Time1250,Night,01:34:00.000000000
Time1251,Day,07:46:00.000000000
Time1252,Night,00:06:00.000000000
Time1253,Day,08:15:00.000000000
Time1254,Day,10:25:00.000000000
Time1255,Night,19:53:00.000000000
Time1256,Day,07:35:00.000000000
Time1257,Night,20:11:00.000000000
Time1258,Day,16:26:00.000000000
Time1259,Night,18:38:00.000000000
Time1260,Day,14:48:00.000000000
Time1261,Unknown,13:09:00.000000000
Time1262,Day,13:34:00.000000000
Time1263,Night,19:50:00.000000000
Time1264,Day,07:58:00.000000000
Time1265,Night,00:00:00.000000000
Time1266,Day,17:46:00.000000000
Time1267,Night,20:03:00.000000000
Time1268,Night,05:13:00.000000000
Time1269,Night,15:00:00.000000000
Time1270,Day,16:37:00.000000000
Time1271,Night,21:27:00.000000000
Time1272,Night,10:20:00.000000000
Time1273,Night,20:17:00.000000000
Time1274,Night,13:30:00.000000000
Time1275,Day,07:10:00.000000000
Time1276,Day,12:05:00.000000000
Time1277,Day,09:21:00.000000000
Time1278,Day,16:13:00.000000000
Time1279,Night,20:07:00.000000000
Time1280,Day,06:53:00.000000000
Time1281,Night,01:30:00.000000000
Time1282,Night,03:19:00.000000000
Time1283,Night,03:08:00.000000000
Time1284,Day,16:01:00.000000000
Time1285,Night,23:04:00.000000000
Time1286,Night,04:58:00.000000000
Time1287,Day,10:50:00.000000000
Time1288,Day,06:20:00.000000000
Time1289,Night,16:20:00.000000000
Time1290,Day,08:51:00.000000000
Time1291,Day,11:56:00.000000000
Time1292,Night,16:22:00.000000000
Time1293,Day,07:49:00.000000000
Time1294,Day,15:25:00.000000000
Time1295,Night,03:28:00.000000000
Time1296,Day,17:23:00.000000000
Time1297,Day,07:22:00.000000000
Time1298,Night,12:18:00.000000000
Time1299,Day,06:07:00.000000000
Time1300,Day,10:21:00.000000000
Time1301,Night,20:21:00.000000000
Time1302,Night,21:16:00.000000000
Time1303,Day,06:26:00.000000000
Time1304,Night,02:48:00.000000000
Time1305,Night,02:23:00.000000000
Time1306,Day,17:43:00.000000000
Time1307,Night,06:02:00.000000000
Time1308,Night,19:30:00.000000000
Time1309,Day,11:07:00.000000000
Time1310,Night,23:10:00.000000000
Time1311,Night,03:13:00.000000000
Time1312,Day,11:17:00.000000000
Time1313,Night,22:12:00.000000000
Time1314,Day,08:55:00.000000000
Time1315,Night,19:24:00.000000000
Time1316,Night,00:29:00.000000000
Time1317,Night,00:36:00.000000000
Time1318,Day,14:29:00.000000000
Time1319,Day,16:22:00.000000000
Time1320,Day,13:50:00.000000000
Time1321,Day,08:11:00.000000000
Time1322,Night,01:00:00.000000000
Time1323,Day,10:14:00.000000000
Time1324,Day,16:50:00.000000000
Time1325,Night,18:41:00.000000000
Time1326,Night,07:57:00.000000000
Time1327,Day,08:01:00.000000000
Time1328,Night,22:56:00.000000000
Time1329,Night,00:02:00.000000000
Time1330,Day,07:45:00.000000000
Time1331,Night,00:38:00.000000000
Time1332,Night,00:39:00.000000000
Time1333,Night,02:00:00.000000000
Time1334,Day,11:50:00.000000000
Time1335,Night,00:24:00.000000000
Time1336,Day,12:45:00.000000000
Time1337,Day,07:53:00.000000000
Time1338,Night,04:49:00.000000000
Time1339,Night,00:14:00.000000000
Time1340,Night,05:36:00.000000000
Time1341,Night,02:30:00.000000000
Time1342,Night,18:30:00.000000000
Time1343,Night,18:24:00.000000000
Time1344,Night,04:22:00.000000000
Time1345,Night,01:59:00.000000000
Time1346,Night,21:49:00.000000000
Time1347,Day,06:58:00.000000000
Time1348,Night,00:46:00.000000000
Time1349,Night,01:50:00.000000000
Time1350,Day,16:34:00.000000000
Time1351,Day,08:07:00.000000000
Time1352,Night,00:59:00.000000000
Time1353,Day,07:59:00.000000000
Time1354,Night,00:52:00.000000000
Time1355,Night,03:23:00.000000000
Time1356,Night,00:17:00.000000000
Time1357,Day,14:17:00.000000000
Time1358,Night,10:45:00.000000000
Time1359,Night,00:43:00.000000000
Time1360,Night,18:32:00.000000000
Time1361,Day,15:09:00.000000000
Time1362,Day,15:05:00.000000000
Time1363,Night,21:09:00.000000000
Time1364,Night,01:11:00.000000000
Time1365,Day,13:42:00.000000000
Time1366,Night,23:27:00.000000000
Time1367,Night,18:35:00.000000000
Time1368,Day,13:02:00.000000000
Time1369,Night,20:32:00.000000000
Time1370,Night,04:38:00.000000000
Time1371,Day,06:13:00.000000000
Time1372,Night,04:24:00.000000000
Time1373,Day,08:37:00.000000000
Time1374,Day,16:40:00.000000000
Time1375,Day,10:53:00.000000000
Time1376,Day,12:50:00.000000000
Time1377,Day,15:21:00.000000000
Time1378,Day,11:06:00.000000000
Time1379,Day,07:56:00.000000000
Time1380,Night,12:50:00.000000000
Time1381,Day,14:54:00.000000000
Time1382,Day,11:46:00.000000000
Time1383,Night,21:54:00.000000000
Time1384,Day,06:04:00.000000000
Time1385,Night,05:08:00.000000000
Time1386,Night,19:33:00.000000000
Time1387,Day,09:29:00.000000000
Time1388,Day,17:11:00.000000000
Time1389,Night,04:30:00.000000000
Time1390,Day,17:44:00.000000000
Time1391,Night,20:25:00.000000000
Time1392,Day,06:45:00.000000000
Time1393,Day,11:31:00.000000000
Time1394,Day,15:41:00.000000000
Time1395,Day,11:52:00.000000000
Time1396,Day,10:49:00.000000000
Time1397,Night,02:55:00.000000000
Time1398,Day,08:24:00.000000000
Time1399,Night,22:45:00.000000000
Time1400,Night,00:37:00.000000000
Time1401,Night,00:27:00.000000000
Time1402,Day,15:29:00.000000000
Time1403,Day,17:30:00.000000000
Time1404,Day,14:03:00.000000000
Time1405,Night,23:48:00.000000000
Time1406,Day,09:00:00.000000000
Time1407,Night,23:23:00.000000000
Time1408,Night,08:10:00.000000000
Time1409,Night,20:50:00.000000000
Time1410,Night,19:43:00.000000000
Time1411,Day,14:09:00.000000000
Time1412,Day,09:33:00.000000000
Time1413,Day,13:58:00.000000000
Time1414,Night,12:15:00.000000000
Time1415,Day,13:00:00.000000000
Time1416,Day,17:12:00.000000000
Time1417,Day,14:41:00.000000000
Time1418,Night,19:07:00.000000000
Time1419,Day,12:54:00.000000000
Time1420,Day,12:42:00.000000000
Time1421,Night,18:29:00.000000000
Time1422,Day,13:11:00.000000000
Time1423,Night,03:20:00.000000000
Time1424,Night,03:47:00.000000000
Time1425,Night,05:50:00.000000000
Time1426,Day,07:14:00.000000000
Time1427,Night,21:43:00.000000000
Time1428,Day,13:26:00.000000000
Time1429,Night,10:37:00.000000000
Time1430,Day,06:18:00.000000000
Time1431,Day,15:45:00.000000000
Time1432,Night,18:40:00.000000000
Time1433,Day,13:49:00.000000000
Time1434,Night,00:33:00.000000000
Time1435,Day,14:25:00.000000000
Time1436,Night,22:24:00.000000000
Time1437,Night,19:29:00.000000000
Time1438,Night,04:41:00.000000000
Time1439,Night,22:28:00.000000000
Time1440,Night,01:28:00.000000000
Time1441,Night,03:37:00.000000000
Time1442,Night,18:09:00.000000000
Time1443,Day,17:19:00.000000000
Time1444,Day,08:05:00.000000000
Time1445,Day,17:27:00.000000000
Time1446,Night,20:47:00.000000000
Time1447,Day,15:22:00.000000000
Time1448,Night,04:39:00.000000000
Time1449,Day,06:16:00.000000000
Time1450,Night,20:26:00.000000000
Time1451,Night,21:00:00.000000000
Time1452,Day,08:08:00.000000000
Time1453,Night,11:25:00.000000000
Time1454,Day,09:52:00.000000000
Time1455,Day,13:48:00.000000000
Time1456,Night,03:10:00.000000000
Time1457,Night,03:48:00.000000000
Time1458,Night,00:28:00.000000000
Time1459,Night,20:58:00.000000000
Time1460,Day,11:42:00.000000000
Time1461,Day,06:36:00.000000000
Time1462,Night,21:24:00.000000000
Time1463,Day,11:15:00.000000000
Time1464,Night,02:43:00.000000000
Time1465,Night,22:13:00.000000000
Time1466,Night,21:08:00.000000000
Time1467,Night,05:06:00.000000000
Time1468,Day,09:48:00.000000000
Time1469,Day,08:13:00.000000000
Time1470,Night,22:25:00.000000000
Time1471,Day,11:37:00.000000000
Time1472,Day,09:51:00.000000000
Time1473,Day,12:46:00.000000000
Time1474,Day,13:03:00.000000000
Time1475,Night,03:53:00.000000000
Time1476,Night,18:33:00.000000000
Time1477,Day,10:44:00.000000000
Time1478,Day,07:36:00.000000000
Time1479,Night,08:24:00.000000000
Time1480,Night,01:27:00.000000000
Time1481,Day,11:33:00.000000000
Time1482,Night,23:02:00.000000000
Time1483,Night,18:28:00.000000000
Time1484,Night,01:23:00.000000000
Time1485,Day,12:12:00.000000000
Time1486,Night,23:19:00.000000000
Time1487,Night,20:52:00.000000000
Time1488,Day,17:54:00.000000000
Time1489,Night,05:03:00.000000000
Time1490,Day,07:51:00.000000000
Time1491,Day,06:41:00.000000000
Time1492,Night,04:25:00.000000000
Time1493,Night,04:20:00.000000000
Time1494,Night,19:54:00.000000000
Time1495,Night,20:51:00.000000000
Time1496,Night,18:43:00.000000000
Time1497,Night,18:31:00.000000000
Time1498,Day,09:05:00.000000000
Time1499,Night,21:45:00.000000000
Time1500,Day,15:07:00.000000000
Time1501,Night,00:57:00.000000000
Time1502,Day,09:06:00.000000000
Time1503,Day,11:32:00.000000000
Time1504,Day,06:09:00.000000000
Time1505,Day,15:03:00.000000000
Time1506,Night,14:30:00.000000000
Time1507,Day,10:51:00.000000000
Time1508,Day,08:28:00.000000000
Time1509,Night,00:08:00.000000000
Time1510,Day,09:23:00.000000000
Time1511,Night,04:33:00.000000000
Time1512,Day,08:54:00.000000000
Time1513,Night,23:36:00.000000000
Time1514,Day,16:14:00.000000000
Time1515,Day,06:06:00.000000000
Time1516,Night,07:38:00.000000000
Time1517,Day,08:35:00.000000000
Time1518,Day,12:35:00.000000000
Time1519,Day,09:49:00.000000000
Time1520,Day,10:55:00.000000000
Time1521,Night,22:03:00.000000000
Time1522,Day,11:19:00.000000000
Time1523,Day,16:33:00.000000000
Time1524,Night,18:14:00.000000000
Time1525,Night,18:56:00.000000000
Time1526,Night,18:00:00.000000000
Time1527,Night,00:21:00.000000000
Time1528,Night,11:32:00.000000000
Time1529,Day,08:22:00.000000000
Time1530,Night,02:08:00.000000000
Time1531,Night,02:59:00.000000000
